Date,Mkt-RF
20180920,0.77
20180921,-0.13
20180924,-0.31
20180925,-0.05
20180926,-0.4
20180927,0.27
20180928,-0.03
20181001,0.16
20181002,-0.21
20181003,0.2
20181004,-0.93
20181005,-0.64
20181008,-0.17
20181009,-0.18
20181010,-3.33
20181011,-1.96
20181012,1.38
20181015,-0.48
20181016,2.24
20181017,-0.08
20181018,-1.54
20181019,-0.25
20181022,-0.38
20181023,-0.62
20181024,-3.33
20181025,1.93
20181026,-1.65
20181029,-0.77
20181030,1.66
20181031,1.22
20181101,1.29
20181102,-0.53
20181105,0.4
20181106,0.58
20181107,2.11
20181108,-0.28
20181109,-1.04
20181112,-2.06
20181113,-0.13
20181114,-0.77
20181115,1.18
20181116,0.15
20181119,-1.88
20181120,-1.85
20181121,0.51
20181123,-0.55
20181126,1.62
20181127,0.11
20181128,2.42
20181129,-0.22
20181130,0.78
20181203,1.13
20181204,-3.45
20181206,-0.16
20181207,-2.36
20181210,0.1
20181211,-0.08
20181212,0.68
20181213,-0.26
20181214,-1.89
20181217,-2.13
20181218,-0.03
20181219,-1.58
20181220,-1.62
20181221,-2.17
20181224,-2.55
20181226,5.06
20181227,0.78
20181228,-0.03
20181231,0.9
20190102,0.23
20190103,-2.45
20190104,3.55
20190107,0.94
20190108,1.01
20190109,0.56
20190110,0.42
20190111,-0.01
20190114,-0.6
20190115,1.06
20190116,0.28
20190117,0.75
20190118,1.29
20190122,-1.53
20190123,0.15
20190124,0.23
20190125,0.9
20190128,-0.8
20190129,-0.19
20190130,1.51
20190131,0.92
20190201,0.14
20190204,0.72
20190205,0.43
20190206,-0.22
20190207,-0.93
20190208,0.09
20190211,0.14
20190212,1.36
20190213,0.28
20190214,-0.21
20190215,1.13
20190219,0.19
20190220,0.19
20190221,-0.37
20190222,0.65
20190225,0.15
20190226,-0.16
20190227,0.09
20190228,-0.31
20190301,0.72
20190304,-0.52
20190305,-0.17
20190306,-0.84
20190307,-0.82
20190308,-0.22
20190311,1.49
20190312,0.25
20190313,0.68
20190314,-0.1
20190315,0.48
20190318,0.46
20190319,-0.09
20190320,-0.39
20190321,1.11
20190322,-2.17
20190325,-0.05
20190326,0.76
20190327,-0.5
20190328,0.4
20190329,0.66
20190401,1.19
20190402,-0.05
20190403,0.27
20190404,0.19
20190405,0.52
20190408,0.08
20190409,-0.65
20190410,0.48
20190411,0
20190412,0.65
20190415,-0.09
20190416,0.13
20190417,-0.32
20190418,0.11
20190422,0.11
20190423,0.97
20190424,-0.23
20190425,-0.14
20190426,0.53
20190429,0.18
20190430,-0.04
20190501,-0.83
20190502,-0.16
20190503,1.13
20190506,-0.39
20190507,-1.69
20190508,-0.21
20190509,-0.28
20190510,0.35
20190513,-2.67
20190514,0.93
20190515,0.58
20190516,0.91
20190517,-0.73
20190520,-0.65
20190521,0.9
20190522,-0.4
20190523,-1.37
20190524,0.23
20190528,-0.78
20190529,-0.71
20190530,0.14
20190531,-1.37
20190603,-0.4
20190604,2.33
20190605,0.69
20190606,0.55
20190607,1.04
20190610,0.53
20190611,-0.12
20190612,-0.2
20190613,0.52
20190614,-0.27
20190617,0.15
20190618,1.04
20190619,0.32
20190620,0.89
20190621,-0.21
20190624,-0.34
20190625,-0.98
20190626,-0.06
20190627,0.6
20190628,0.68
20190701,0.75
20190702,0.14
20190703,0.78
20190705,-0.1
20190708,-0.58
20190709,0.18
20190710,0.4
20190711,0.19
20190712,0.53
20190715,-0.04
20190716,-0.32
20190717,-0.64
20190718,0.35
20190719,-0.56
20190722,0.25
20190723,0.65
20190724,0.66
20190725,-0.63
20190726,0.82
20190729,-0.32
20190730,-0.17
20190731,-1.09
20190801,-1.04
20190802,-0.87
20190805,-3.07
20190806,1.29
20190807,0.07
20190808,1.97
20190809,-0.78
20190812,-1.32
20190813,1.47
20190814,-2.95
20190815,0.16
20190816,1.55
20190819,1.14
20190820,-0.75
20190821,0.85
20190822,-0.1
20190823,-2.66
20190826,1.08
20190827,-0.46
20190828,0.68
20190829,1.35
20190830,0.03
20190903,-0.86
20190904,1.08
20190905,1.42
20190906,-0.02
20190909,0.08
20190910,0.17
20190911,0.88
20190912,0.22
20190913,-0.01
20190916,-0.23
20190917,0.17
20190918,-0.05
20190919,-0.05
20190920,-0.48
20190923,-0.02
20190924,-1.01
20190925,0.69
20190926,-0.41
20190927,-0.62
20190930,0.5
20191001,-1.31
20191002,-1.73
20191003,0.8
20191004,1.39
20191007,-0.41
20191008,-1.61
20191009,0.92
20191010,0.6
20191011,1.23
20191014,-0.18
20191015,1.03
20191016,-0.24
20191017,0.37
20191018,-0.49
20191021,0.71
20191022,-0.34
20191023,0.25
20191024,0.25
20191025,0.5
20191028,0.62
20191029,-0.13
20191030,0.27
20191031,-0.38
20191101,1.08
20191104,0.4
20191105,-0.03
20191106,-0.05
20191107,0.38
20191108,0.31
20191111,-0.19
20191112,0.16
20191113,0.01
20191114,0.07
20191115,0.74
20191118,0.02
20191119,0.02
20191120,-0.33
20191121,-0.14
20191122,0.24
20191125,0.92
20191126,0.19
20191127,0.44
20191129,-0.42
20191202,-0.87
20191203,-0.66
20191204,0.6
20191205,0.13
20191206,0.91
20191209,-0.33
20191210,-0.08
20191211,0.28
20191212,0.9
20191213,-0.03
20191216,0.74
20191217,0.1
20191218,-0.05
20191219,0.43
20191220,0.48
20191223,0.1
20191224,0.01
20191226,0.49
20191227,-0.09
20191230,-0.57
20191231,0.28
20200102,0.86
20200103,-0.67
20200106,0.36
20200107,-0.19
20200108,0.47
20200109,0.65
20200110,-0.34
20200113,0.73
20200114,-0.06
20200115,0.16
20200116,0.88
20200117,0.28
20200121,-0.32
20200122,0.08
20200123,0.08
20200124,-0.97
20200127,-1.56
20200128,1.02
20200129,-0.1
20200130,0.34
20200131,-1.74
20200203,0.84
20200204,1.57
20200205,0.97
20200206,0.27
20200207,-0.55
20200210,0.73
20200211,0.28
20200212,0.66
20200213,-0.09
20200214,0.15
20200218,-0.19
20200219,0.6
20200220,-0.35
20200221,-1.12
20200224,-3.38
20200225,-3.09
20200226,-0.52
20200227,-4.22
20200228,-0.78
20200302,4.31
20200303,-2.79
20200304,4.02
20200305,-3.38
20200306,-1.78
20200309,-7.79
20200310,4.74
20200311,-5.05
20200312,-9.63
20200313,8.96
20200316,-12
20200317,5.87
20200318,-5.56
20200319,1.31
20200320,-4.15
20200323,-2.56
20200324,9.34
20200325,1.18
20200326,6.02
20200327,-3.47
